
2025-11-14 20:50:00.661754,Server,192.168.131.12:4450,SERVER_AUTH,30.195581674575806,0,0.0
2025-11-14 20:51:15.855013,Server,192.168.131.12:4450,SERVER_AUTH,53.05695128440857,0,0.0
2025-11-14 20:52:58.907915,Server,192.168.131.12:4450,SERVER_AUTH,6.1989946365356445,0,0.0
2025-11-14 20:53:10.535989,Server,192.168.131.12:4450,SERVER_AUTH,61.520076513290405,0,0.0
2025-11-14 20:53:51.894969,Server,192.168.131.12:4450,SERVER_UPLOAD_RESP,18.708606481552124,0,0.0
2025-11-14 20:53:59.163920,Server,192.168.131.12:4450,SERVER_SESSION_TOTAL,66.45499920845032,0,0.0
2025-11-14 20:54:50.531422,Server,192.168.131.12:4450,SERVER_AUTH,8.107531785964966,0,0.0
2025-11-14 20:54:53.757302,Server,192.168.131.12:4450,SERVER_SESSION_TOTAL,11.334742784500122,0,0.0
2025-11-14 20:55:04.256617,Server,192.168.131.12:4450,SERVER_AUTH,5.096251487731934,0,0.0
2025-11-14 20:55:16.691737,Server,192.168.131.12:4450,SERVER_UPLOAD_RESP,0.018777847290039062,0,0.0
2025-11-14 20:55:20.907102,Server,192.168.131.12:4450,SERVER_DIR_RESP,0.0010001659393310547,0,0.0
2025-11-14 20:55:42.137274,Server,192.168.131.12:4450,SERVER_DOWNLOAD_RESP,7.38270902633667,0,0.0
2025-11-14 20:56:07.659657,Server,192.168.131.12:4450,SERVER_DIR_RESP,0.0039975643157958984,0,0.0
2025-11-14 20:56:14.007039,Server,192.168.131.12:4450,SERVER_SESSION_TOTAL,74.84667372703552,0,0.0
2025-11-14 20:56:35.704055,Server,192.168.131.12:4450,SERVER_AUTH,2.8724050521850586,0,0.0
